heterogeneity_D,top-100 accuracy,method,M,dataset type
0.1,0.16,BiGNA,1,0r
0.1,0.16,BiGNA,1,0r
0.1,0.09,BiGNA,1,0r
0.1,0.1,BiGNA,1,0r
0.1,0.21,BiGNA,1,0r
0.1,0.24,BiGNA,1,0r
0.1,0.12,BiGNA,1,0r
0.1,0.29,BiGNA,1,0r
0.1,0.25,BiGNA,1,0r
0.1,0.29,BiGNA,1,0r
0.1,0.2,BiGNA,1,0r
0.1,0.18,BiGNA,1,0r
0.1,0.28,BiGNA,1,0r
0.1,0.11,BiGNA,1,0r
0.1,0.21,BiGNA,1,0r
0.1,0.09,BiGNA,1,0r
0.1,0.08,BiGNA,1,0r
0.1,0.05,BiGNA,1,0r
0.1,0.17,BiGNA,1,0r
0.1,0.29,BiGNA,1,0r
0.1,0.2,BiGNA,1,0r
0.1,0.1,BiGNA,1,0r
0.1,0.12,BiGNA,1,0r
0.1,0.21,BiGNA,1,0r
0.1,0.04,BiGNA,1,0r
0.1,0.09,BiGNA,1,0r
0.1,0.09,BiGNA,1,0r
0.1,0.2,BiGNA,1,0r
0.1,0.06,BiGNA,1,0r
0.1,0.22,BiGNA,1,0r
0.1,0.29,BiGNA,1,0r
0.1,0.08,BiGNA,1,0r
0.1,0.16,BiGNA,1,0r
0.1,0.14,BiGNA,1,0r
0.1,0.09,BiGNA,1,0r
0.1,0.09,BiGNA,1,0r
0.1,0.1,BiGNA,1,0r
0.1,0.18,BiGNA,1,0r
0.1,0.3,BiGNA,1,0r
0.1,0.06,BiGNA,1,0r
0.1,0.12,BiGNA,1,0r
0.1,0.22,BiGNA,1,0r
0.1,0.09,BiGNA,1,0r
0.1,0.17,BiGNA,1,0r
0.1,0.2,BiGNA,1,0r
0.1,0.09,BiGNA,1,0r
0.1,0.04,BiGNA,1,0r
0.1,0.13,BiGNA,1,0r
0.1,0.13,BiGNA,1,0r
0.1,0.11,BiGNA,1,0r
0.1,0.21,BiGNA,1,0r
0.1,0.09,BiGNA,1,0r
0.1,0.11,BiGNA,1,0r
0.1,0.25,BiGNA,1,0r
0.1,0.21,BiGNA,1,0r
0.1,0.18,BiGNA,1,0r
0.1,0.22,BiGNA,1,0r
0.1,0.1,BiGNA,1,0r
0.1,0.1,BiGNA,1,0r
0.1,0.35,BiGNA,1,0r
0.1,0.14,BiGNA,1,0r
0.1,0.15,BiGNA,1,0r
0.1,0.12,BiGNA,1,0r
0.1,0.27,BiGNA,1,0r
0.1,0.1,BiGNA,1,0r
0.1,0.23,BiGNA,1,0r
0.1,0.14,BiGNA,1,0r
0.1,0.14,BiGNA,1,0r
0.1,0.22,BiGNA,1,0r
0.1,0.12,BiGNA,1,0r
0.1,0.19,BiGNA,1,0r
0.1,0.13,BiGNA,1,0r
0.1,0.24,BiGNA,1,0r
0.1,0.09,BiGNA,1,0r
0.1,0.04,BiGNA,1,0r
0.1,0.24,BiGNA,1,0r
0.1,0.1,BiGNA,1,0r
0.1,0.2,BiGNA,1,0r
0.1,0.22,BiGNA,1,0r
0.1,0.27,BiGNA,1,0r
0.1,0.17,BiGNA,1,0r
0.1,0.08,BiGNA,1,0r
0.1,0.18,BiGNA,1,0r
0.1,0.16,BiGNA,1,0r
0.1,0.18,BiGNA,1,0r
0.1,0.16,BiGNA,1,0r
0.1,0.2,BiGNA,1,0r
0.1,0.19,BiGNA,1,0r
0.5,0.62,BARD,1,0m
0.5,0.05,BARD,1,0m
0.5,0.8,BARD,1,0m
0.5,0.76,BARD,1,0m
0.5,0.72,BARD,1,0m
0.5,0.0,BARD,1,0m
0.5,0.08,BARD,1,0m
0.5,0.71,BARD,1,0m
0.5,0.06,BARD,1,0m
0.5,0.01,BARD,1,0m
0.5,0.0,BARD,1,0m
0.5,0.08,BARD,1,0m
0.5,0.06,BARD,1,0m
0.5,0.73,BARD,1,0m
0.5,0.02,BARD,1,0m
0.5,0.39,BARD,1,0m
0.5,0.79,BARD,1,0m
0.5,0.07,BARD,1,0m
0.5,0.51,BARD,1,0m
0.5,0.73,BARD,1,0m
0.5,0.02,BARD,1,0m
0.5,0.7,BARD,1,0m
0.5,0.06,BARD,1,0m
0.5,0.0,BARD,1,0m
0.5,0.13,BARD,1,0m
0.5,0.7,BARD,1,0m
0.5,0.54,BARD,1,0m
0.5,0.01,BARD,1,0m
0.5,0.0,BARD,1,0m
0.5,0.13,BARD,1,0m
0.5,0.21,BARD,1,0m
0.5,0.11,BARD,1,0m
0.5,0.02,BARD,1,0m
0.5,0.34,BARD,1,0m
0.5,0.69,BARD,1,0m
0.5,0.02,BARD,1,0m
0.5,0.76,BARD,1,0m
0.5,0.71,BARD,1,0m
0.5,0.71,BARD,1,0m
0.5,0.02,BARD,1,0m
0.5,0.2,BARD,1,0m
0.5,0.08,BARD,1,0m
0.5,0.11,BARD,1,0m
0.5,0.7,BARD,1,0m
0.5,0.44,BARD,1,0m
0.5,0.12,BARD,1,0m
0.5,0.01,BARD,1,0m
0.5,0.04,BARD,1,0m
0.5,0.03,BARD,1,0m
0.5,0.55,BARD,1,0m
0.5,0.37,BARD,1,0m
0.5,0.69,BARD,1,0m
0.5,0.26,BARD,1,0m
0.5,0.03,BARD,1,0m
0.5,0.79,BARD,1,0m
0.5,0.56,BARD,1,0m
0.5,0.62,BARD,1,0m
0.5,0.02,BARD,1,0m
0.5,0.11,BARD,1,0m
0.5,0.76,BARD,1,0m
0.5,0.3,BARD,1,0m
0.5,0.17,BARD,1,0m
0.5,0.7,BARD,1,0m
0.5,0.0,BARD,1,0m
0.5,0.1,BARD,1,0m
0.5,0.77,BARD,1,0m
0.5,0.05,BARD,1,0m
0.5,0.6,BARD,1,0m
0.5,0.8,BARD,1,0m
0.5,0.71,BARD,1,0m
0.5,0.13,BARD,1,0m
0.5,0.14,BARD,1,0m
0.5,0.07,BARD,1,0m
0.5,0.03,BARD,1,0m
0.5,0.35,BARD,1,0m
0.5,0.08,BARD,1,0m
0.5,0.09,BARD,1,0m
0.5,0.31,BARD,1,0m
0.5,0.11,BARD,1,0m
0.5,0.05,BARD,1,0m
0.5,0.57,BARD,1,0m
0.5,0.03,BARD,1,0m
0.5,0.07,BARD,1,0m
0.5,0.73,BARD,1,0m
0.5,0.03,BARD,1,0m
0.5,0.05,BARD,1,0m
0.5,0.05,BARD,1,0m
0.5,0.02,BARD,1,0m
0.5,0.71,BARD,1,0m
0.5,0.32,BARD,1,0m
0.5,0.12,BARD,1,0m
0.5,0.34,BARD,1,0m
0.5,0.03,BARD,1,0m
0.5,0.73,BARD,1,0m
0.5,0.64,BARD,1,0m
0.5,0.04,BARD,1,0m
0.5,0.7,BARD,1,0m
0.5,0.08,BARD,1,0m
0.5,0.24,BARD,1,0m
0.5,0.8,BARD,1,0m
0.5,0.62,BARD,1,0r
0.5,0.05,BARD,1,0r
0.5,0.8,BARD,1,0r
0.5,0.76,BARD,1,0r
0.5,0.72,BARD,1,0r
0.5,0.0,BARD,1,0r
0.5,0.08,BARD,1,0r
0.5,0.71,BARD,1,0r
0.5,0.06,BARD,1,0r
0.5,0.01,BARD,1,0r
0.5,0.0,BARD,1,0r
0.5,0.08,BARD,1,0r
0.5,0.06,BARD,1,0r
0.5,0.73,BARD,1,0r
0.5,0.02,BARD,1,0r
0.5,0.39,BARD,1,0r
0.5,0.79,BARD,1,0r
0.5,0.07,BARD,1,0r
0.5,0.51,BARD,1,0r
0.5,0.73,BARD,1,0r
0.5,0.02,BARD,1,0r
0.5,0.7,BARD,1,0r
0.5,0.06,BARD,1,0r
0.5,0.0,BARD,1,0r
0.5,0.13,BARD,1,0r
0.5,0.7,BARD,1,0r
0.5,0.54,BARD,1,0r
0.5,0.01,BARD,1,0r
0.5,0.0,BARD,1,0r
0.5,0.13,BARD,1,0r
0.5,0.21,BARD,1,0r
0.5,0.11,BARD,1,0r
0.5,0.02,BARD,1,0r
0.5,0.34,BARD,1,0r
0.5,0.69,BARD,1,0r
0.5,0.02,BARD,1,0r
0.5,0.76,BARD,1,0r
0.5,0.71,BARD,1,0r
0.5,0.71,BARD,1,0r
0.5,0.02,BARD,1,0r
0.5,0.2,BARD,1,0r
0.5,0.08,BARD,1,0r
0.5,0.11,BARD,1,0r
0.5,0.7,BARD,1,0r
0.5,0.44,BARD,1,0r
0.5,0.12,BARD,1,0r
0.5,0.01,BARD,1,0r
0.5,0.04,BARD,1,0r
0.5,0.03,BARD,1,0r
0.5,0.55,BARD,1,0r
0.5,0.37,BARD,1,0r
0.5,0.69,BARD,1,0r
0.5,0.26,BARD,1,0r
0.5,0.03,BARD,1,0r
0.5,0.79,BARD,1,0r
0.5,0.56,BARD,1,0r
0.5,0.62,BARD,1,0r
0.5,0.02,BARD,1,0r
0.5,0.11,BARD,1,0r
0.5,0.76,BARD,1,0r
0.5,0.3,BARD,1,0r
0.5,0.17,BARD,1,0r
0.5,0.7,BARD,1,0r
0.5,0.0,BARD,1,0r
0.5,0.1,BARD,1,0r
0.5,0.77,BARD,1,0r
0.5,0.05,BARD,1,0r
0.5,0.6,BARD,1,0r
0.5,0.8,BARD,1,0r
0.5,0.71,BARD,1,0r
0.5,0.13,BARD,1,0r
0.5,0.14,BARD,1,0r
0.5,0.07,BARD,1,0r
0.5,0.03,BARD,1,0r
0.5,0.35,BARD,1,0r
0.5,0.08,BARD,1,0r
0.5,0.09,BARD,1,0r
0.5,0.31,BARD,1,0r
0.5,0.11,BARD,1,0r
0.5,0.05,BARD,1,0r
0.5,0.57,BARD,1,0r
0.5,0.03,BARD,1,0r
0.5,0.07,BARD,1,0r
0.5,0.73,BARD,1,0r
0.5,0.03,BARD,1,0r
0.5,0.05,BARD,1,0r
0.5,0.05,BARD,1,0r
0.5,0.02,BARD,1,0r
0.5,0.71,BARD,1,0r
0.5,0.32,BARD,1,0r
0.5,0.12,BARD,1,0r
0.5,0.34,BARD,1,0r
0.5,0.03,BARD,1,0r
0.5,0.73,BARD,1,0r
0.5,0.64,BARD,1,0r
0.5,0.04,BARD,1,0r
0.5,0.7,BARD,1,0r
0.5,0.08,BARD,1,0r
0.5,0.24,BARD,1,0r
0.5,0.8,BARD,1,0r
3.0,0.17,tMEAN,1,0r
3.0,0.43,tMEAN,1,0r
3.0,0.54,tMEAN,1,0r
3.0,0.26,tMEAN,1,0r
3.0,0.11,tMEAN,1,0r
3.0,0.51,tMEAN,1,0r
3.0,0.77,tMEAN,1,0r
3.0,0.28,tMEAN,1,0r
3.0,0.48,tMEAN,1,0r
3.0,0.69,tMEAN,1,0r
3.0,0.69,tMEAN,1,0r
3.0,0.82,tMEAN,1,0r
3.0,0.81,tMEAN,1,0r
3.0,0.44,tMEAN,1,0r
3.0,0.34,tMEAN,1,0r
3.0,0.71,tMEAN,1,0r
3.0,0.4,tMEAN,1,0r
3.0,0.82,tMEAN,1,0r
3.0,0.77,tMEAN,1,0r
3.0,0.83,tMEAN,1,0r
3.0,0.02,tMEAN,1,0r
3.0,0.34,tMEAN,1,0r
3.0,0.1,tMEAN,1,0r
3.0,0.56,tMEAN,1,0r
3.0,0.63,tMEAN,1,0r
3.0,0.59,tMEAN,1,0r
3.0,0.08,tMEAN,1,0r
3.0,0.08,tMEAN,1,0r
3.0,0.77,tMEAN,1,0r
3.0,0.71,tMEAN,1,0r
3.0,0.61,tMEAN,1,0r
3.0,0.69,tMEAN,1,0r
3.0,0.58,tMEAN,1,0r
3.0,0.51,tMEAN,1,0r
3.0,0.61,tMEAN,1,0r
3.0,0.64,tMEAN,1,0r
3.0,0.26,tMEAN,1,0r
3.0,0.07,tMEAN,1,0r
3.0,0.06,tMEAN,1,0r
3.0,0.38,tMEAN,1,0r
3.0,0.36,tMEAN,1,0r
3.0,0.64,tMEAN,1,0r
3.0,0.58,tMEAN,1,0r
3.0,0.36,tMEAN,1,0r
3.0,0.63,tMEAN,1,0r
3.0,0.13,tMEAN,1,0r
3.0,0.59,tMEAN,1,0r
3.0,0.75,tMEAN,1,0r
3.0,0.6,tMEAN,1,0r
3.0,0.34,tMEAN,1,0r
3.0,0.06,tMEAN,1,0r
3.0,0.25,tMEAN,1,0r
3.0,0.03,tMEAN,1,0r
3.0,0.81,tMEAN,1,0r
3.0,0.56,tMEAN,1,0r
3.0,0.48,tMEAN,1,0r
3.0,0.74,tMEAN,1,0r
3.0,0.86,tMEAN,1,0r
3.0,0.24,tMEAN,1,0r
3.0,0.29,tMEAN,1,0r
3.0,0.87,tMEAN,1,0r
3.0,0.2,tMEAN,1,0r
3.0,0.19,tMEAN,1,0r
3.0,0.19,tMEAN,1,0r
3.0,0.33,tMEAN,1,0r
3.0,0.5,tMEAN,1,0r
3.0,0.62,tMEAN,1,0r
3.0,0.19,tMEAN,1,0r
3.0,0.17,tMEAN,1,0r
3.0,0.14,tMEAN,1,0r
3.0,0.8,tMEAN,1,0r
3.0,0.27,tMEAN,1,0r
3.0,0.86,tMEAN,1,0r
3.0,0.19,tMEAN,1,0r
3.0,0.14,tMEAN,1,0r
3.0,0.3,tMEAN,1,0r
3.0,0.51,tMEAN,1,0r
3.0,0.77,tMEAN,1,0r
3.0,0.91,tMEAN,1,0r
3.0,0.74,tMEAN,1,0r
3.0,0.4,tMEAN,1,0r
3.0,0.86,tMEAN,1,0r
3.0,0.82,tMEAN,1,0r
3.0,0.61,tMEAN,1,0r
3.0,0.84,tMEAN,1,0r
3.0,0.09,tMEAN,1,0r
3.0,0.75,tMEAN,1,0r
3.0,0.64,tMEAN,1,0r
3.0,0.04,tMEAN,1,0r
3.0,0.83,tMEAN,1,0r
3.0,0.16,tMEAN,1,0r
3.0,0.89,tMEAN,1,0r
3.0,0.44,tMEAN,1,0r
3.0,0.33,tMEAN,1,0r
3.0,0.23,tMEAN,1,0r
3.0,0.5,tMEAN,1,0r
3.0,0.35,tMEAN,1,0r
3.0,0.71,tMEAN,1,0r
3.0,0.57,tMEAN,1,0r
3.0,0.76,tMEAN,1,0r
0.1,0.2,rMED,1,0r
0.1,0.37,rMED,1,0r
0.1,0.26,rMED,1,0r
0.1,0.23,rMED,1,0r
0.1,0.25,rMED,1,0r
0.1,0.15,rMED,1,0r
0.1,0.1,rMED,1,0r
0.1,0.15,rMED,1,0r
0.1,0.22,rMED,1,0r
0.1,0.13,rMED,1,0r
0.1,0.21,rMED,1,0r
0.1,0.18,rMED,1,0r
0.1,0.13,rMED,1,0r
0.1,0.17,rMED,1,0r
0.1,0.22,rMED,1,0r
0.1,0.11,rMED,1,0r
0.1,0.28,rMED,1,0r
0.1,0.27,rMED,1,0r
0.1,0.33,rMED,1,0r
0.1,0.32,rMED,1,0r
0.1,0.08,rMED,1,0r
0.1,0.34,rMED,1,0r
0.1,0.33,rMED,1,0r
0.1,0.14,rMED,1,0r
0.1,0.18,rMED,1,0r
0.1,0.06,rMED,1,0r
0.1,0.23,rMED,1,0r
0.1,0.03,rMED,1,0r
0.1,0.08,rMED,1,0r
0.1,0.31,rMED,1,0r
0.1,0.11,rMED,1,0r
0.1,0.34,rMED,1,0r
0.1,0.28,rMED,1,0r
0.1,0.1,rMED,1,0r
0.1,0.11,rMED,1,0r
0.1,0.14,rMED,1,0r
0.1,0.12,rMED,1,0r
0.1,0.21,rMED,1,0r
0.1,0.48,rMED,1,0r
0.1,0.3,rMED,1,0r
0.1,0.37,rMED,1,0r
0.1,0.47,rMED,1,0r
0.1,0.21,rMED,1,0r
0.1,0.16,rMED,1,0r
0.1,0.25,rMED,1,0r
0.1,0.27,rMED,1,0r
0.1,0.11,rMED,1,0r
0.1,0.31,rMED,1,0r
0.1,0.25,rMED,1,0r
0.1,0.28,rMED,1,0r
0.1,0.2,rMED,1,0r
0.1,0.29,rMED,1,0r
0.1,0.19,rMED,1,0r
0.1,0.14,rMED,1,0r
0.1,0.3,rMED,1,0r
0.1,0.21,rMED,1,0r
0.1,0.16,rMED,1,0r
0.1,0.11,rMED,1,0r
0.1,0.14,rMED,1,0r
0.1,0.26,rMED,1,0r
0.1,0.32,rMED,1,0r
0.1,0.2,rMED,1,0r
0.1,0.18,rMED,1,0r
0.1,0.15,rMED,1,0r
0.1,0.14,rMED,1,0r
0.1,0.24,rMED,1,0r
0.1,0.3,rMED,1,0r
0.1,0.13,rMED,1,0r
0.1,0.17,rMED,1,0r
0.1,0.27,rMED,1,0r
0.1,0.23,rMED,1,0r
0.1,0.22,rMED,1,0r
0.1,0.13,rMED,1,0r
0.1,0.39,rMED,1,0r
0.1,0.19,rMED,1,0r
0.1,0.2,rMED,1,0r
0.1,0.3,rMED,1,0r
0.1,0.16,rMED,1,0r
0.1,0.1,rMED,1,0r
0.1,0.17,rMED,1,0r
0.1,0.47,rMED,1,0r
0.1,0.41,rMED,1,0r
0.1,0.33,rMED,1,0r
0.1,0.17,rMED,1,0r
0.1,0.17,rMED,1,0r
0.1,0.18,rMED,1,0r
0.1,0.22,rMED,1,0r
0.1,0.38,rMED,1,0r
0.1,0.1,rMED,1,0r
0.1,0.19,rMED,1,0r
0.1,0.2,rMED,1,0r
0.1,0.07,rMED,1,0r
0.1,0.17,rMED,1,0r
0.1,0.24,rMED,1,0r
0.1,0.11,rMED,1,0r
0.1,0.23,rMED,1,0r
0.1,0.12,rMED,1,0r
0.1,0.37,rMED,1,0r
0.1,0.02,rMED,1,0r
0.1,0.09,rMED,1,0r
3.0,0.14,RepeatChoice,1,0r
3.0,0.84,RepeatChoice,1,0r
3.0,0.84,RepeatChoice,1,0r
3.0,0.76,RepeatChoice,1,0r
3.0,0.12,RepeatChoice,1,0r
3.0,0.88,RepeatChoice,1,0r
3.0,0.59,RepeatChoice,1,0r
3.0,0.99,RepeatChoice,1,0r
3.0,0.0,RepeatChoice,1,0r
3.0,0.16,RepeatChoice,1,0r
3.0,0.0,RepeatChoice,1,0r
3.0,0.02,RepeatChoice,1,0r
3.0,0.01,RepeatChoice,1,0r
3.0,0.96,RepeatChoice,1,0r
3.0,0.58,RepeatChoice,1,0r
3.0,0.01,RepeatChoice,1,0r
3.0,0.01,RepeatChoice,1,0r
3.0,0.63,RepeatChoice,1,0r
3.0,0.09,RepeatChoice,1,0r
3.0,0.87,RepeatChoice,1,0r
3.0,0.27,RepeatChoice,1,0r
3.0,0.57,RepeatChoice,1,0r
3.0,0.06,RepeatChoice,1,0r
3.0,0.19,RepeatChoice,1,0r
3.0,1.0,RepeatChoice,1,0r
3.0,0.01,RepeatChoice,1,0r
3.0,0.01,RepeatChoice,1,0r
3.0,0.01,RepeatChoice,1,0r
3.0,0.0,RepeatChoice,1,0r
3.0,0.34,RepeatChoice,1,0r
3.0,0.01,RepeatChoice,1,0r
3.0,0.0,RepeatChoice,1,0r
3.0,0.96,RepeatChoice,1,0r
3.0,0.3,RepeatChoice,1,0r
3.0,0.65,RepeatChoice,1,0r
3.0,0.34,RepeatChoice,1,0r
3.0,0.01,RepeatChoice,1,0r
3.0,0.05,RepeatChoice,1,0r
3.0,0.77,RepeatChoice,1,0r
3.0,0.45,RepeatChoice,1,0r
3.0,0.64,RepeatChoice,1,0r
3.0,0.96,RepeatChoice,1,0r
3.0,0.01,RepeatChoice,1,0r
3.0,0.92,RepeatChoice,1,0r
3.0,0.02,RepeatChoice,1,0r
3.0,0.05,RepeatChoice,1,0r
3.0,0.0,RepeatChoice,1,0r
3.0,0.39,RepeatChoice,1,0r
3.0,0.03,RepeatChoice,1,0r
3.0,0.68,RepeatChoice,1,0r
3.0,0.97,RepeatChoice,1,0r
3.0,0.1,RepeatChoice,1,0r
3.0,0.02,RepeatChoice,1,0r
3.0,0.68,RepeatChoice,1,0r
3.0,0.93,RepeatChoice,1,0r
3.0,0.57,RepeatChoice,1,0r
3.0,0.89,RepeatChoice,1,0r
3.0,0.97,RepeatChoice,1,0r
3.0,0.01,RepeatChoice,1,0r
3.0,0.72,RepeatChoice,1,0r
3.0,0.97,RepeatChoice,1,0r
3.0,0.0,RepeatChoice,1,0r
3.0,0.2,RepeatChoice,1,0r
3.0,0.08,RepeatChoice,1,0r
3.0,0.0,RepeatChoice,1,0r
3.0,0.96,RepeatChoice,1,0r
3.0,0.79,RepeatChoice,1,0r
3.0,0.0,RepeatChoice,1,0r
3.0,0.62,RepeatChoice,1,0r
3.0,0.06,RepeatChoice,1,0r
3.0,0.02,RepeatChoice,1,0r
3.0,0.45,RepeatChoice,1,0r
3.0,0.1,RepeatChoice,1,0r
3.0,0.7,RepeatChoice,1,0r
3.0,0.4,RepeatChoice,1,0r
3.0,0.01,RepeatChoice,1,0r
3.0,0.34,RepeatChoice,1,0r
3.0,0.01,RepeatChoice,1,0r
3.0,0.88,RepeatChoice,1,0r
3.0,0.61,RepeatChoice,1,0r
3.0,0.52,RepeatChoice,1,0r
3.0,0.02,RepeatChoice,1,0r
3.0,0.86,RepeatChoice,1,0r
3.0,0.28,RepeatChoice,1,0r
3.0,0.24,RepeatChoice,1,0r
3.0,0.26,RepeatChoice,1,0r
3.0,0.1,RepeatChoice,1,0r
3.0,0.0,RepeatChoice,1,0r
3.0,0.28,RepeatChoice,1,0r
3.0,0.0,RepeatChoice,1,0r
3.0,0.95,RepeatChoice,1,0r
3.0,0.02,RepeatChoice,1,0r
3.0,0.65,RepeatChoice,1,0r
3.0,0.03,RepeatChoice,1,0r
3.0,0.19,RepeatChoice,1,0r
3.0,0.23,RepeatChoice,1,0r
3.0,0.0,RepeatChoice,1,0r
3.0,0.26,RepeatChoice,1,0r
3.0,0.97,RepeatChoice,1,0r
3.0,0.44,RepeatChoice,1,0r
3.0,0.69,rGEO,1,0r
3.0,0.85,rGEO,1,0r
3.0,0.8,rGEO,1,0r
3.0,0.81,rGEO,1,0r
3.0,0.74,rGEO,1,0r
3.0,0.86,rGEO,1,0r
3.0,0.79,rGEO,1,0r
3.0,0.76,rGEO,1,0r
3.0,0.8,rGEO,1,0r
3.0,0.8,rGEO,1,0r
3.0,0.54,rGEO,1,0r
3.0,0.87,rGEO,1,0r
3.0,0.75,rGEO,1,0r
3.0,0.89,rGEO,1,0r
3.0,0.79,rGEO,1,0r
3.0,0.82,rGEO,1,0r
3.0,0.78,rGEO,1,0r
3.0,0.77,rGEO,1,0r
3.0,0.86,rGEO,1,0r
3.0,0.84,rGEO,1,0r
3.0,0.4,rGEO,1,0r
3.0,0.76,rGEO,1,0r
3.0,0.96,rGEO,1,0r
3.0,0.81,rGEO,1,0r
3.0,0.84,rGEO,1,0r
3.0,0.68,rGEO,1,0r
3.0,0.59,rGEO,1,0r
3.0,0.82,rGEO,1,0r
3.0,0.79,rGEO,1,0r
3.0,0.75,rGEO,1,0r
3.0,0.89,rGEO,1,0r
3.0,0.78,rGEO,1,0r
3.0,0.72,rGEO,1,0r
3.0,0.81,rGEO,1,0r
3.0,0.8,rGEO,1,0r
3.0,0.83,rGEO,1,0r
3.0,0.61,rGEO,1,0r
3.0,0.36,rGEO,1,0r
3.0,0.5,rGEO,1,0r
3.0,0.79,rGEO,1,0r
3.0,0.67,rGEO,1,0r
3.0,0.79,rGEO,1,0r
3.0,0.67,rGEO,1,0r
3.0,0.9,rGEO,1,0r
3.0,0.79,rGEO,1,0r
3.0,0.45,rGEO,1,0r
3.0,0.79,rGEO,1,0r
3.0,0.78,rGEO,1,0r
3.0,0.58,rGEO,1,0r
3.0,0.86,rGEO,1,0r
3.0,0.81,rGEO,1,0r
3.0,0.63,rGEO,1,0r
3.0,0.69,rGEO,1,0r
3.0,0.79,rGEO,1,0r
3.0,0.82,rGEO,1,0r
3.0,0.9,rGEO,1,0r
3.0,0.79,rGEO,1,0r
3.0,0.93,rGEO,1,0r
